Epoch,Seconds,Est Avg Trn Loss,Val Loss,Val Acc
1,325,1.2216453909873963,1.2202852628202818,0.48497439940609466
2,322,1.1852342009544372,1.1992717052301627,0.4979021534594014
3,321,1.1723945260047912,1.195737775804152,0.5010040041785936
4,321,1.1549100875854492,1.1901995361942008,0.5059547062975382
5,320,1.1563295722007751,1.1844315095789595,0.5074797193260479
6,323,1.1357149958610535,1.1828301942900257,0.5079250957375137
7,322,1.1362599372863769,1.1782753246849398,0.5113965588950455
8,322,1.1169572591781616,1.1721434478354273,0.5153802180792307
9,323,1.1161229610443115,1.173071440505776,0.5148119882807866
10,321,1.1054371833801269,1.1764182230884728,0.5135639872790184
11,321,1.0924829483032226,1.1720961082097148,0.516124704342933
12,321,1.109112298488617,1.1739342025329786,0.5145454990280903
13,321,1.1114374279975892,1.1728158099145756,0.5149322109742537
14,322,1.0919189453125,1.1713775534932658,0.5166121718505797
15,321,1.077471947669983,1.1724854087290646,0.5154223091754118
16,322,1.078344988822937,1.1741772397342103,0.5138378424735464
17,322,1.074052906036377,1.1736643218121565,0.514039090527162
18,322,1.0583345770835877,1.1716825773436235,0.5154917594841105
19,321,1.0622444868087768,1.1708325914340845,0.5160252641282053
20,321,1.0682409286499024,1.1727610227879461,0.5150003459361967
21,322,1.0648692846298218,1.1725068459983021,0.5151337220972204
22,325,1.0642756223678589,1.1728776593896109,0.515032966535737
23,324,1.0681000351905823,1.1756245730639274,0.5131057204693473
24,325,1.0623934030532838,1.1750676328450667,0.5134529720128409
25,326,1.0556809544563293,1.1741067871724058,0.5138780920842695
