Epoch,Seconds,Est Avg Trn Loss,Val Loss,Val Acc
1,326,2.1516369342803956,2.1123445276551918,0.20956420194360897
2,322,2.1043962240219116,2.0932003267358015,0.21727871066554177
3,323,2.0973551511764525,2.0871622785685267,0.22208130473979942
4,322,2.070907640457153,2.0809384882129303,0.2243529085868204
5,321,2.0668336391448974,2.0709556928876913,0.22956352322468307
6,322,2.053646612167358,2.0627822154818105,0.23127768311665625
7,323,2.0530210018157957,2.0642682131704655,0.23205820988146358
8,326,2.032102036476135,2.057831400305642,0.23555939987567343
9,325,2.0235438108444215,2.0522921049428064,0.23777733757506356
10,325,2.013090932369232,2.0530668148055145,0.23847736511842463
11,325,2.0031297326087953,2.0543369979981585,0.23817851833553916
12,326,2.0056116938591004,2.044451645167446,0.23894273480057635
13,327,1.997935688495636,2.04580956845032,0.2396635448226768
14,327,1.990406858921051,2.0461754605125946,0.23921369623224184
15,328,1.9929517269134522,2.0480735409760245,0.24034910355172562
16,328,1.997066283226013,2.043146040647484,0.24040618960092117
17,323,1.9842170119285583,2.0493904773077745,0.2384623701654101
18,322,1.980081522464752,2.0421967185608665,0.24066531291178575
19,322,1.986013650894165,2.0514523408128063,0.23898693045156644
20,322,1.9754913091659545,2.046325968720813,0.23945414161917608
21,322,1.9728615045547486,2.045993585504423,0.23920659335976127
22,322,1.9623018503189087,2.0449561699342675,0.23986189911342998
23,322,1.96992347240448,2.041171842550436,0.24084314779315066
24,322,1.9751396417617797,2.0457074122485355,0.24038277642867045
25,321,1.9742266297340394,2.050230021368957,0.2390542762054561
26,321,1.9609820365905761,2.046403609512953,0.24022782858085398
27,322,1.9633620500564575,2.042030846597817,0.24085893195421856
28,321,1.9629055976867675,2.043385719970687,0.24020546768600778
29,323,1.9506818771362304,2.0476328790251994,0.2404172385136687
